Symbol,LongName,Groups,Trend,WklyPrdStg,DlyPrdStg,wTop10Coint,dTop10Coint,wTop10Corr,wTop10xCorr,dTop10Corr,dTop10xCorr
WM,"Waste Management, Inc.", ,W:f - D:f,-0.4326,0.1892,"[[""ADP"", ""1-F | 0.01754 | 0.02671""], [""KO"", ""1-F | 0.01910 | 0.83476""], [""CB"", ""1-F | 0.03832 | 0.02420""], [""SO"", ""1-F | 0.05253 | 0.72630""], [""AMGN"", ""1-F | 0.06209 | 0.00421""], [""MEDP"", ""1-F | 0.07515 | 0.78095""], [""MCD"", ""1-F | 0.07845 | 0.01378""], [""LIN"", ""1-F | 0.08099 | 0.67510""], [""AAPL"", ""1-F | 0.08661 | 0.60327""], [""^DJI"", ""1-F | 0.08910 | 0.77907""], [""EMR"", ""1-F | 0.11424 | 0.55298""]]","[[""APTV"", ""1-F | 0.01000 | 0.13997""], [""EOG"", ""1-F | 0.01010 | 0.00199""], [""^XAX"", ""1-F | 0.01045 | 0.25250""], [""SCHW"", ""1-F | 0.01268 | 0.00286""], [""000001.SS"", ""1-F | 0.01331 | 0.48121""], [""BA"", ""1-F | 0.01630 | 0.05686""], [""ANTM.JK"", ""1-F | 0.01800 | 0.29017""], [""XAE=F"", ""1-F | 0.01837 | 0.03684""], [""CAT"", ""1-F | 0.01929 | 0.12980""], [""ALGM"", ""1-F | 0.02038 | 0.06358""], [""AMZN"", ""1-F | 0.02177 | 0.79419""]]","[[""ADP"", 0.53688], [""XAI=F"", 0.51781], [""LIN"", 0.51415], [""AON"", 0.50531], [""SPGI"", 0.49741], [""ACN"", 0.49555], [""^DJI"", 0.49467], [""MCD"", 0.49373], [""ITW"", 0.48895], [""KO"", 0.48893], [""HON"", 0.48711]]","[[""FXP"", -0.28096], [""JPYUSD=X"", -0.21339], [""MOMO"", -0.16661], [""HRTX"", -0.16635], [""OPK"", -0.13963], [""EURUSD=X"", -0.13724], [""NNDM"", -0.13695], [""YY"", -0.12316], [""GRPN"", -0.12008], [""BFH"", -0.11742], [""QURE"", -0.10011]]","[[""AIG"", 0.40791], [""XAI=F"", 0.38869], [""XAB=F"", 0.38725], [""EMR"", 0.3748], [""^DJI"", 0.35747], [""XAE=F"", 0.35106], [""^NYA"", 0.35008], [""LOW"", 0.3455], [""XAF=F"", 0.34364], [""HD"", 0.34352], [""ECL"", 0.34028]]","[[""FXP"", -0.21836], [""ACAD"", -0.18594], [""BA"", -0.167], [""PACB"", -0.15671], [""SYNA"", -0.15145], [""HRTX"", -0.14038], [""SEDG"", -0.1184], [""IRWD"", -0.11583], [""APTV"", -0.11234], [""IONS"", -0.1026], [""EGAN"", -0.09809]]"
WMT,Walmart Inc., ,W:f - D:f,0.2070,0.1096,"[[""AXON"", ""1-F | 0.00394 | 0.99842""], [""AVGO"", ""1-F | 0.02658 | 1.00000""], [""GC=F"", ""1-F | 0.03401 | 0.97990""], [""IRWD"", ""1-F | 0.04129 | 0.99780""], [""ISRG"", ""1-F | 0.06113 | 0.95170""], [""NOW"", ""1-F | 0.07422 | 0.98337""], [""AXP"", ""1-F | 0.07531 | 0.93876""], [""LDOS"", ""1-F | 0.08603 | 0.04676""], [""ALL"", ""1-F | 0.16026 | 0.30955""], [""BKNG"", ""1-F | 0.16050 | 0.98877""], [""NVDA"", ""1-F | 0.16601 | 0.99893""]]","[[""AXP"", ""1-F | 0.00732 | 0.26602""], [""^GSPC"", ""1-F | 0.00870 | 0.48428""], [""JPM"", ""1-F | 0.01831 | 0.12692""], [""^IXIC"", ""1-F | 0.03066 | 0.58964""], [""SMCI"", ""1-F | 0.04181 | 0.94109""], [""T"", ""1-F | 0.04197 | 0.93561""], [""GILD"", ""1-F | 0.04296 | 0.01133""], [""META"", ""1-F | 0.05006 | 0.08393""], [""XAF=F"", ""1-F | 0.05271 | 0.51993""], [""PTCT"", ""1-F | 0.07191 | 0.63531""], [""ERIC"", ""1-F | 0.07521 | 0.92421""]]","[[""^DJI"", 0.46884], [""PG"", 0.46743], [""^GSPC"", 0.44788], [""PEP"", 0.42669], [""BRK-B"", 0.42109], [""CB"", 0.41054], [""HD"", 0.40856], [""^NYA"", 0.40843], [""KO"", 0.40763], [""LIN"", 0.40521], [""AON"", 0.40466]]","[[""FXP"", -0.32519], [""JPYUSD=X"", -0.1886], [""MOMO"", -0.18353], [""GRPN"", -0.14752], [""BB"", -0.12852], [""BIDU"", -0.11134], [""HRTX"", -0.10633], [""BFH"", -0.1048], [""YY"", -0.1008], [""IRWD"", -0.09632], [""ACAD"", -0.08923]]","[[""ISRG"", 0.40971], [""NFLX"", 0.37359], [""PYPL"", 0.36542], [""ALL"", 0.36534], [""^DJI"", 0.36065], [""HON"", 0.359], [""SYK"", 0.35663], [""PNC"", 0.35331], [""LMT"", 0.34885], [""IBM"", 0.3438], [""XAF=F"", 0.34003]]","[[""SEDG"", -0.27185], [""SYNA"", -0.26762], [""SMCI"", -0.25068], [""WOLF"", -0.2482], [""HRTX"", -0.24673], [""INTC"", -0.23852], [""EL"", -0.2335], [""IRWD"", -0.23182], [""BIDU"", -0.22251], [""NKE"", -0.21965], [""GLPG"", -0.21392]]"
WOLF,"Wolfspeed, Inc.",T: Long,W:f - D:f,0.2634,0.1084,"[[""EL"", ""1-F | 0.00037 | 0.38738""], [""CCI"", ""1-F | 0.04750 | 0.00773""], [""SEDG"", ""1-F | 0.13543 | 0.60857""], [""IART"", ""1-F | 0.14253 | 0.14283""], [""JD"", ""1-F | 0.14695 | 0.07957""], [""IBM"", ""1-F | 0.15206 | 0.99041""], [""APTV"", ""1-F | 0.16313 | 0.03816""], [""NVCR"", ""1-F | 0.19402 | 0.07806""], [""GILD"", ""1-F | 0.19890 | 0.72649""], [""EXEL"", ""1-F | 0.23340 | 0.61942""], [""NKE"", ""1-F | 0.26283 | 0.06787""]]","[[""ALL"", ""1-F | 0.01065 | 0.66192""], [""SMCI"", ""1-F | 0.01319 | 0.24526""], [""BRK-B"", ""1-F | 0.01394 | 0.23818""], [""MMM"", ""1-F | 0.01620 | 0.89460""], [""EL"", ""1-F | 0.03845 | 0.76583""], [""ERIC"", ""1-F | 0.04638 | 0.84496""], [""BFH"", ""1-F | 0.05533 | 0.65271""], [""PNC"", ""1-F | 0.05794 | 0.84867""], [""MOMO"", ""1-F | 0.06084 | 0.76208""], [""LRCX"", ""1-F | 0.06162 | 0.00542""], [""ALGM"", ""1-F | 0.06177 | 0.39921""]]","[[""APTV"", 0.47477], [""SEDG"", 0.4433], [""SYNA"", 0.42317], [""EL"", 0.42046], [""PACB"", 0.41237], [""PYPL"", 0.4009], [""UCTT"", 0.38565], [""NVCR"", 0.38019], [""TXN"", 0.37933], [""UPS"", 0.37506], [""TRMB"", 0.37292]]","[[""FXP"", -0.23338], [""GILD"", -0.10899], [""T"", -0.04688], [""ALKS"", -0.03889], [""MO"", -0.01592], [""MDXG"", -0.01001], [""LLY"", -0.00718], [""IBM"", -0.00695], [""GE"", -0.00657], [""TEVA"", -0.00039], [""CB"", 0.00135]]","[[""SYNA"", 0.51421], [""VSH"", 0.50373], [""LSCC"", 0.48397], [""APTV"", 0.44256], [""SEDG"", 0.43945], [""LRCX"", 0.42813], [""ALGM"", 0.42699], [""INTC"", 0.40044], [""UCTT"", 0.37701], [""CRSP"", 0.36943], [""QLYS"", 0.3545]]","[[""GC=F"", -0.28254], [""ALL"", -0.27227], [""WMT"", -0.2482], [""SRCL"", -0.24513], [""NOC"", -0.22452], [""LMT"", -0.20979], [""BRK-B"", -0.20587], [""T"", -0.20015], [""PG"", -0.19694], [""KO"", -0.19489], [""MO"", -0.17518]]"
XAB=F,E-mini Materials Select Sector ,I:EminiMaterials,W:f - D:f,0.0674,0.2072,"[[""IONS"", ""1-F | 0.01215 | 0.55169""], [""LOW"", ""1-F | 0.01312 | 0.22635""], [""MOMO"", ""1-F | 0.01795 | 0.53255""], [""LRCX"", ""1-F | 0.02830 | 0.39659""], [""QCOM"", ""1-F | 0.03603 | 0.33324""], [""UNH"", ""1-F | 0.03754 | 0.01228""], [""INTU"", ""1-F | 0.04198 | 0.02196""], [""GOOG"", ""1-F | 0.04624 | 0.26240""], [""EMR"", ""1-F | 0.05009 | 0.44665""], [""GOOGL"", ""1-F | 0.05094 | 0.26649""], [""HRTX"", ""1-F | 0.06647 | 0.54145""]]","[[""BA"", ""1-F | 0.05312 | 0.25850""], [""XOM"", ""1-F | 0.06874 | 0.31680""], [""EGAN"", ""1-F | 0.14650 | 0.34252""], [""GD"", ""1-F | 0.14861 | 0.23168""], [""NBIX"", ""1-F | 0.15803 | 0.48654""], [""BB"", ""1-F | 0.16780 | 0.34309""], [""ADM"", ""1-F | 0.20304 | 0.21155""], [""NOC"", ""1-F | 0.21064 | 0.06909""], [""VRSN"", ""1-F | 0.22428 | 0.30245""], [""GBPUSD=X"", ""1-F | 0.22955 | 0.34907""], [""AIG"", ""1-F | 0.23121 | 0.35245""]]","[[""XAI=F"", 0.73125], [""^NYA"", 0.71259], [""^DJI"", 0.6758], [""CAT"", 0.661], [""ITW"", 0.63474], [""^GSPC"", 0.62041], [""XAF=F"", 0.6188], [""EMR"", 0.59514], [""LIN"", 0.59198], [""BLK"", 0.58866], [""^XAX"", 0.58289]]","[[""FXP"", -0.43651], [""JPYUSD=X"", -0.20767], [""MOMO"", -0.06227], [""QURE"", -0.04975], [""HRTX"", -0.04866], [""SRCL"", -0.03904], [""GLPG"", -0.03821], [""T"", -0.01172], [""ACAD"", -0.01091], [""INCY"", 0.00179], [""IONS"", 0.00186]]","[[""XAI=F"", 0.6136], [""LIN"", 0.58233], [""^NYA"", 0.5353], [""ECL"", 0.50786], [""CAT"", 0.50134], [""^DJI"", 0.45823], [""^GSPC"", 0.43109], [""LOW"", 0.4102], [""GE"", 0.40877], [""^XAX"", 0.40519], [""WM"", 0.38725]]","[[""FXP"", -0.3215], [""IRTC"", -0.13252], [""IRWD"", -0.11437], [""MDXG"", -0.11025], [""QURE"", -0.10306], [""ACAD"", -0.07816], [""NBIX"", -0.07424], [""ANTM.JK"", -0.06428], [""BA"", -0.05288], [""GLPG"", -0.04788], [""SRCL"", -0.04521]]"
XAE=F,E-mini Energy Select Sector Fut,I:EminiEnergy,W:f - D:f,0.1965,0.0928,"[[""VZ"", ""1-F | 0.00963 | 0.69412""], [""XOM"", ""1-F | 0.02916 | 0.63704""], [""BAX"", ""1-F | 0.02957 | 0.73825""], [""INTC"", ""1-F | 0.03110 | 0.71662""], [""NEOG"", ""1-F | 0.07633 | 0.69949""], [""ACAD"", ""1-F | 0.07687 | 0.69153""], [""FXI"", ""1-F | 0.09925 | 0.68763""], [""GD"", ""1-F | 0.10820 | 0.55554""], [""MDT"", ""1-F | 0.14810 | 0.71627""], [""XNCR"", ""1-F | 0.15695 | 0.68302""], [""ERIC"", ""1-F | 0.16210 | 0.66360""]]","[[""HAE"", ""1-F | 0.00657 | 0.01069""], [""AIG"", ""1-F | 0.00819 | 0.02233""], [""ADM"", ""1-F | 0.01290 | 0.01069""], [""VRSN"", ""1-F | 0.02257 | 0.07957""], [""ACN"", ""1-F | 0.03781 | 0.24706""], [""^N225"", ""1-F | 0.03784 | 0.00723""], [""WM"", ""1-F | 0.04270 | 0.03684""], [""ALKS"", ""1-F | 0.04287 | 0.02755""], [""SCHW"", ""1-F | 0.05101 | 0.01784""], [""NEOG"", ""1-F | 0.05275 | 0.02551""], [""PLD"", ""1-F | 0.05306 | 0.06306""]]","[[""EOG"", 0.788], [""XOM"", 0.7328], [""CVX"", 0.7117], [""^XAX"", 0.66772], [""CAT"", 0.52714], [""^NYA"", 0.46482], [""XAF=F"", 0.46054], [""XAB=F"", 0.45932], [""EMR"", 0.45667], [""ADM"", 0.4526], [""GD"", 0.4514]]","[[""JPYUSD=X"", -0.31312], [""FXP"", -0.2137], [""ZM"", -0.19839], [""SRCL"", -0.15923], [""BAX"", -0.12669], [""CCI"", -0.1242], [""MASI"", -0.12265], [""NEO"", -0.10289], [""VZ"", -0.09873], [""MTCH"", -0.08233], [""QURE"", -0.08155]]","[[""EOG"", 0.66377], [""XOM"", 0.65993], [""CVX"", 0.61033], [""^XAX"", 0.4706], [""CAT"", 0.37635], [""XAB=F"", 0.35693], [""AIG"", 0.35408], [""WM"", 0.35106], [""^NYA"", 0.32258], [""GD"", 0.3064], [""AXP"", 0.30629]]","[[""SRCL"", -0.22106], [""FXP"", -0.20889], [""FOLD"", -0.13991], [""ACN"", -0.11793], [""GBPUSD=X"", -0.08927], [""CNMD"", -0.08638], [""ACAD"", -0.08553], [""ADBE"", -0.0798], [""QURE"", -0.07143], [""MDB"", -0.06722], [""PACB"", -0.06652]]"
XAF=F,E-mini Financial Select Sector ,I:EminiFinancial,W:f - D:f,-0.0791,0.1084,"[[""EMR"", ""1-F | 0.00301 | 0.85416""], [""MRVL"", ""1-F | 0.02648 | 0.60009""], [""GOOGL"", ""1-F | 0.02651 | 0.34649""], [""GOOG"", ""1-F | 0.02742 | 0.33420""], [""AXP"", ""1-F | 0.08064 | 0.18417""], [""ALL"", ""1-F | 0.08320 | 0.72136""], [""ISRG"", ""1-F | 0.08642 | 0.13723""], [""AVGO"", ""1-F | 0.08912 | 0.10556""], [""ORCL"", ""1-F | 0.09361 | 0.47318""], [""IONS"", ""1-F | 0.14251 | 0.92296""], [""TRV"", ""1-F | 0.14477 | 0.65473""]]","[[""MRK"", ""1-F | 0.00123 | 0.85421""], [""GILD"", ""1-F | 0.00124 | 0.35794""], [""EXEL"", ""1-F | 0.00786 | 0.59528""], [""ALGM"", ""1-F | 0.01112 | 0.74158""], [""IMAX"", ""1-F | 0.01263 | 0.66062""], [""SMCI"", ""1-F | 0.01623 | 0.92388""], [""VSH"", ""1-F | 0.01644 | 0.73270""], [""APTV"", ""1-F | 0.01755 | 0.76222""], [""PTCT"", ""1-F | 0.02192 | 0.58841""], [""ISRG"", ""1-F | 0.02256 | 0.63653""], [""ALL"", ""1-F | 0.02819 | 0.62659""]]","[[""JPM"", 0.7887], [""^NYA"", 0.76349], [""BAC"", 0.74559], [""XAI=F"", 0.72069], [""AXP"", 0.71626], [""^DJI"", 0.71464], [""BRK-B"", 0.68953], [""PNC"", 0.67483], [""^GSPC"", 0.65575], [""XAB=F"", 0.6188], [""BLK"", 0.61627]]","[[""FXP"", -0.32095], [""JPYUSD=X"", -0.25922], [""MOMO"", -0.10235], [""SRCL"", -0.07653], [""HRTX"", -0.0719], [""IONS"", -0.07126], [""QURE"", -0.05507], [""YY"", -0.05237], [""GLPG"", -0.02293], [""INCY"", -0.01212], [""OPK"", -0.01101]]","[[""JPM"", 0.69026], [""PNC"", 0.64804], [""BAC"", 0.64559], [""AXP"", 0.63537], [""BRK-B"", 0.62023], [""^DJI"", 0.61851], [""^NYA"", 0.59554], [""USB"", 0.57145], [""BLK"", 0.56459], [""XAI=F"", 0.54284], [""MA"", 0.53959]]","[[""FXP"", -0.32496], [""LRCX"", -0.19253], [""HRTX"", -0.19042], [""INTC"", -0.18067], [""BA"", -0.16695], [""SYNA"", -0.15936], [""CRSP"", -0.13511], [""MRK"", -0.13473], [""AMX"", -0.12802], [""CLDX"", -0.12703], [""SEDG"", -0.11963]]"
XAI=F,E-mini Industrial Select Sector,I:EminiInustrial,W:f - D:f,0.1070,0.0868,"[[""EMR"", ""1-F | 0.00043 | 0.87835""], [""GOOGL"", ""1-F | 0.00443 | 0.77742""], [""^N225"", ""1-F | 0.00546 | 0.87285""], [""SYK"", ""1-F | 0.00915 | 0.80710""], [""BRK-B"", ""1-F | 0.01220 | 0.65992""], [""GOOG"", ""1-F | 0.01489 | 0.77559""], [""ORCL"", ""1-F | 0.02079 | 0.78763""], [""CB"", ""1-F | 0.03157 | 0.77128""], [""CAT"", ""1-F | 0.03392 | 0.75004""], [""XAK=F"", ""1-F | 0.03945 | 0.92361""], [""LLY"", ""1-F | 0.04950 | 0.10385""]]","[[""GILD"", ""1-F | 0.00211 | 0.17275""], [""ALGM"", ""1-F | 0.00384 | 0.34725""], [""ALL"", ""1-F | 0.00413 | 0.23846""], [""BA"", ""1-F | 0.00919 | 0.34563""], [""MRK"", ""1-F | 0.01397 | 0.44119""], [""SMCI"", ""1-F | 0.01853 | 0.67931""], [""APD"", ""1-F | 0.02138 | 0.07176""], [""VSH"", ""1-F | 0.02572 | 0.32942""], [""ORCL"", ""1-F | 0.02983 | 0.16983""], [""LRCX"", ""1-F | 0.03271 | 0.47313""], [""GRPN"", ""1-F | 0.03715 | 0.33323""]]","[[""^NYA"", 0.77173], [""^DJI"", 0.76784], [""XAB=F"", 0.73125], [""XAF=F"", 0.72069], [""CAT"", 0.72026], [""^GSPC"", 0.70313], [""ITW"", 0.69306], [""BLK"", 0.66794], [""RTX"", 0.64875], [""AXP"", 0.64819], [""HON"", 0.6407]]","[[""FXP"", -0.40496], [""JPYUSD=X"", -0.23937], [""MOMO"", -0.07214], [""INCY"", -0.05713], [""HRTX"", -0.05173], [""ACAD"", -0.03768], [""IRWD"", -0.03494], [""GLPG"", -0.02779], [""QURE"", -0.02494], [""IONS"", -0.02375], [""YY"", -0.0105]]","[[""CAT"", 0.69622], [""^NYA"", 0.65308], [""^DJI"", 0.64989], [""XAB=F"", 0.6136], [""^GSPC"", 0.61317], [""GE"", 0.60343], [""EMR"", 0.56639], [""XAF=F"", 0.54284], [""LOW"", 0.51723], [""LDOS"", 0.49833], [""ADP"", 0.48815]]","[[""FXP"", -0.34511], [""MRK"", -0.17582], [""EGAN"", -0.09719], [""PEP"", -0.09484], [""INTC"", -0.09389], [""CLDX"", -0.09345], [""IRWD"", -0.08238], [""EL"", -0.078], [""SEDG"", -0.07726], [""IONS"", -0.07432], [""HRTX"", -0.07039]]"
XAK=F,MSCI NORWAY GRTR NOK,I:Norway,W:f - D:f,-0.0360,-0.0500,"[[""^DJI"", ""1-F | 0.01101 | 0.74018""], [""EMR"", ""1-F | 0.03052 | 0.97367""], [""SYK"", ""1-F | 0.04991 | 0.97240""], [""XAI=F"", ""1-F | 0.05212 | 0.92361""], [""GC=F"", ""1-F | 0.05680 | 0.14171""], [""CAT"", ""1-F | 0.07700 | 0.96194""], [""CL"", ""1-F | 0.07765 | 0.97391""], [""HD"", ""1-F | 0.09906 | 0.97925""], [""^NYA"", ""1-F | 0.10617 | 0.57523""], [""V"", ""1-F | 0.10745 | 0.97338""], [""MA"", ""1-F | 0.13239 | 0.97272""]]","[[""CNC"", ""1-F | 0.00305 | 0.27070""], [""PTCT"", ""1-F | 0.01201 | 0.21073""], [""BAC"", ""1-F | 0.01564 | 0.22531""], [""HON"", ""1-F | 0.01813 | 0.19332""], [""EL"", ""1-F | 0.01933 | 0.39761""], [""INCY"", ""1-F | 0.01953 | 0.20325""], [""T"", ""1-F | 0.01979 | 0.22807""], [""WMT"", ""1-F | 0.02022 | 0.18293""], [""ERIC"", ""1-F | 0.02512 | 0.23324""], [""AMX"", ""1-F | 0.02587 | 0.24912""], [""SEDG"", ""1-F | 0.02675 | 0.33272""]]","[[""^IXIC"", 0.84049], [""^GSPC"", 0.75708], [""MSFT"", 0.71951], [""AAPL"", 0.69909], [""ADBE"", 0.69613], [""NVDA"", 0.67842], [""^DJI"", 0.66051], [""GOOG"", 0.65879], [""LRCX"", 0.63616], [""INTU"", 0.63245], [""GOOGL"", 0.63001]]","[[""FXP"", -0.41185], [""JPYUSD=X"", -0.21217], [""T"", -0.12302], [""VZ"", -0.10702], [""HRTX"", -0.07892], [""GRPN"", -0.05608], [""MOMO"", -0.04553], [""MO"", -0.04543], [""ALKS"", -0.03999], [""GLPG"", -0.03962], [""SRCL"", -0.03868]]","[[""^IXIC"", 0.83941], [""^GSPC"", 0.76331], [""NVDA"", 0.67004], [""AVGO"", 0.64925], [""MSFT"", 0.57826], [""MRVL"", 0.53771], [""NOW"", 0.53356], [""AMZN"", 0.52881], [""META"", 0.51922], [""ISRG"", 0.487], [""GOOGL"", 0.47974]]","[[""FXP"", -0.3762], [""MDLZ"", -0.28637], [""PEP"", -0.2281], [""BAX"", -0.18603], [""IART"", -0.17861], [""CNC"", -0.16883], [""EL"", -0.16602], [""IRWD"", -0.15824], [""MRK"", -0.15657], [""SEDG"", -0.15197], [""JNJ"", -0.13256]]"
XAU=F,E-mini Utilities Select Sector ,I:EminiUtils,W:f - D:f,-0.0035,0.1108,"[[""HRTX"", ""1-F | 0.01569 | 0.65161""], [""MRVL"", ""1-F | 0.01696 | 0.20085""], [""SO"", ""1-F | 0.02044 | 0.49614""], [""YY"", ""1-F | 0.02113 | 0.69967""], [""AON"", ""1-F | 0.02146 | 0.00532""], [""MA"", ""1-F | 0.02725 | 0.03600""], [""TSLA"", ""1-F | 0.02807 | 0.09031""], [""NOW"", ""1-F | 0.02823 | 0.93393""], [""GC=F"", ""1-F | 0.03177 | 0.98280""], [""HD"", ""1-F | 0.03214 | 0.00759""], [""IRWD"", ""1-F | 0.03358 | 0.57543""]]","[[""RTX"", ""1-F | 0.00601 | 0.67944""], [""GC=F"", ""1-F | 0.01031 | 0.48282""], [""SYNA"", ""1-F | 0.01996 | 0.68047""], [""MMM"", ""1-F | 0.03179 | 0.51498""], [""OPK"", ""1-F | 0.05528 | 0.67241""], [""BA"", ""1-F | 0.05703 | 0.31780""], [""CRSP"", ""1-F | 0.06564 | 0.73500""], [""IART"", ""1-F | 0.07811 | 0.66546""], [""SMCI"", ""1-F | 0.08588 | 0.85748""], [""ALGM"", ""1-F | 0.08870 | 0.69776""], [""LDOS"", ""1-F | 0.09069 | 0.69092""]]","[[""DUK"", 0.71895], [""SO"", 0.67442], [""NEE"", 0.67229], [""PSA"", 0.49997], [""PG"", 0.47829], [""PLD"", 0.47677], [""WM"", 0.47367], [""KO"", 0.46921], [""PEP"", 0.44548], [""CL"", 0.44006], [""DHR"", 0.43774]]","[[""FXP"", -0.23991], [""MOMO"", -0.16136], [""BFH"", -0.15507], [""GRPN"", -0.14109], [""YY"", -0.13845], [""OPK"", -0.12892], [""HRTX"", -0.11259], [""BIDU"", -0.11203], [""ALKS"", -0.10554], [""EURUSD=X"", -0.09106], [""NNDM"", -0.0863]]","[[""NEE"", 0.70423], [""SO"", 0.68105], [""DUK"", 0.59491], [""XAF=F"", 0.49531], [""^DJI"", 0.45607], [""^NYA"", 0.45337], [""MO"", 0.4522], [""PG"", 0.44329], [""MMM"", 0.43684], [""LMT"", 0.43145], [""XAI=F"", 0.43043]]","[[""FXP"", -0.39177], [""SYNA"", -0.24185], [""BA"", -0.20481], [""ALGM"", -0.2004], [""INTC"", -0.19087], [""LSCC"", -0.18722], [""CRSP"", -0.18168], [""SEDG"", -0.17261], [""PACB"", -0.17146], [""LRCX"", -0.16818], [""EGAN"", -0.16492]]"
XNCR,"Xencor, Inc.",T: Long,W:f - D:f,0.2279,-0.0132,"[[""GD"", ""1-F | 0.00474 | 0.80649""], [""XOM"", ""1-F | 0.00868 | 0.76239""], [""JPYUSD=X"", ""1-F | 0.00895 | 0.07833""], [""XAE=F"", ""1-F | 0.00987 | 0.68302""], [""VZ"", ""1-F | 0.01014 | 0.00391""], [""NEOG"", ""1-F | 0.01333 | 0.04558""], [""BAX"", ""1-F | 0.01617 | 0.58521""], [""AIG"", ""1-F | 0.01617 | 0.63149""], [""DIS"", ""1-F | 0.01645 | 0.28954""], [""IBM"", ""1-F | 0.01816 | 0.95896""], [""^XAX"", ""1-F | 0.01833 | 0.96196""]]","[[""HUBS"", ""1-F | 0.00241 | 0.72681""], [""MASI"", ""1-F | 0.00405 | 0.78251""], [""EURUSD=X"", ""1-F | 0.01837 | 0.32607""], [""AAOI"", ""1-F | 0.02363 | 0.91947""], [""SCHW"", ""1-F | 0.02599 | 0.12416""], [""MDXG"", ""1-F | 0.02967 | 0.01778""], [""V"", ""1-F | 0.02993 | 0.66736""], [""CRM"", ""1-F | 0.03087 | 0.56512""], [""AMGN"", ""1-F | 0.03285 | 0.77254""], [""EMR"", ""1-F | 0.03412 | 0.16439""], [""DHR"", ""1-F | 0.03756 | 0.29862""]]","[[""GLPG"", 0.40991], [""PTCT"", 0.39789], [""NVCR"", 0.36908], [""NEOG"", 0.36121], [""IART"", 0.35883], [""PACB"", 0.35588], [""HRTX"", 0.35016], [""EGAN"", 0.34878], [""NEO"", 0.34803], [""CRSP"", 0.34591], [""QURE"", 0.34214]]","[[""FXP"", -0.14402], [""XOM"", -0.12885], [""NOC"", -0.09609], [""LMT"", -0.09302], [""CB"", -0.09295], [""CVX"", -0.08882], [""SO"", -0.07874], [""AIG"", -0.07807], [""GE"", -0.07538], [""GD"", -0.06568], [""LLY"", -0.05975]]","[[""ZM"", 0.34136], [""EXEL"", 0.32296], [""TRMB"", 0.32259], [""MDXG"", 0.3153], [""PTCT"", 0.31075], [""EMR"", 0.31072], [""INCY"", 0.30992], [""NNDM"", 0.29192], [""BCRX"", 0.28458], [""V"", 0.28284], [""QURE"", 0.28066]]","[[""FXP"", -0.21091], [""EURUSD=X"", -0.16613], [""GC=F"", -0.08428], [""ADBE"", -0.07933], [""PEP"", -0.07908], [""GBPUSD=X"", -0.07119], [""SRCL"", -0.05895], [""MTCH"", -0.04295], [""CNC"", -0.03714], [""CL"", -0.02623], [""VRTX"", -0.02618]]"
XOM,Exxon Mobil Corporation, ,W:f - D:f,0.1070,0.1168,"[[""BAX"", ""1-F | 0.01651 | 0.95691""], [""INTC"", ""1-F | 0.01804 | 0.90087""], [""VZ"", ""1-F | 0.02468 | 0.86503""], [""XAE=F"", ""1-F | 0.03402 | 0.63704""], [""NEOG"", ""1-F | 0.04404 | 0.88202""], [""FXI"", ""1-F | 0.11632 | 0.84339""], [""JPYUSD=X"", ""1-F | 0.11675 | 0.72258""], [""ERIC"", ""1-F | 0.16498 | 0.75973""], [""EOG"", ""1-F | 0.16743 | 0.02017""], [""XNCR"", ""1-F | 0.16775 | 0.76239""], [""GD"", ""1-F | 0.18535 | 0.31619""]]","[[""XAB=F"", ""1-F | 0.02802 | 0.31680""], [""ADM"", ""1-F | 0.02836 | 0.00038""], [""JAZZ"", ""1-F | 0.04295 | 0.29768""], [""BA"", ""1-F | 0.05046 | 0.32314""], [""AIG"", ""1-F | 0.07915 | 0.07032""], [""VRSN"", ""1-F | 0.07922 | 0.62278""], [""GRPN"", ""1-F | 0.08791 | 0.26752""], [""GD"", ""1-F | 0.10552 | 0.11452""], [""ASND"", ""1-F | 0.11314 | 0.11650""], [""NOC"", ""1-F | 0.11660 | 0.54297""], [""ACAD"", ""1-F | 0.12403 | 0.04851""]]","[[""XAE=F"", 0.7328], [""EOG"", 0.67825], [""CVX"", 0.63234], [""^XAX"", 0.54703], [""CAT"", 0.47006], [""XAF=F"", 0.42975], [""EMR"", 0.42893], [""GD"", 0.42832], [""RTX"", 0.42501], [""XAI=F"", 0.42321], [""BRK-B"", 0.42138]]","[[""JPYUSD=X"", -0.29207], [""ZM"", -0.22549], [""FXP"", -0.19043], [""NEO"", -0.16076], [""CCI"", -0.15122], [""XNCR"", -0.12885], [""MTCH"", -0.11718], [""SRCL"", -0.11464], [""MASI"", -0.10411], [""OPK"", -0.10385], [""JD"", -0.10046]]","[[""XAE=F"", 0.65993], [""EOG"", 0.58261], [""CVX"", 0.48611], [""^XAX"", 0.42421], [""RTX"", 0.35995], [""NEE"", 0.34826], [""XAU=F"", 0.32727], [""FXI"", 0.32468], [""XAB=F"", 0.32312], [""CAT"", 0.32258], [""AIG"", 0.31958]]","[[""FXP"", -0.30644], [""CNMD"", -0.21544], [""ACAD"", -0.20143], [""FOLD"", -0.19335], [""ADBE"", -0.19119], [""IRTC"", -0.18919], [""ASND"", -0.16481], [""QLYS"", -0.16402], [""IART"", -0.16185], [""VRSN"", -0.1605], [""GLPG"", -0.15678]]"
